Key,Type,Desc,Plural,Group,Descriptions,English [en-US],French [fr-FR],German [de-DE],Russian,Portuguese (Brazil),Chinese [zh-CN]
Beyonder_Spell_Phleghmbuyoancy_Name_Key,Text,,,,,"Phleghmbuyoancy","Phleghmbuyoancy","Phleghmbuyoancy","Phleghmbuyoancy","Phleghmbuyoancy","Phleghmbuyoancy"
Beyonder_Spell_Phleghmbuyoancy_Description_Key,Text,,,,,"Target non-<b>Mutated</b> unit gains <b>Mutated</b>, '<b>Hysteria:</b> [ascend] and '<b>Anxiety:</b> [descend].","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, '<b>Hysteria:</b> [ascend] and '<b>Anxiety:</b> [descend].","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, '<b>Hysteria:</b> [ascend] and '<b>Anxiety:</b> [descend].","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, '<b>Hysteria:</b> [ascend] and '<b>Anxiety:</b> [descend].","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, '<b>Hysteria:</b> [ascend] and '<b>Anxiety:</b> [descend].","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, '<b>Hysteria:</b> [ascend] and '<b>Anxiety:</b> [descend]."
Beyonder_Spell_Phleghmbuyoancy_Lore_Key,Text,,,,,"Because Beyonders have such ill-defined forms, their bodies can be deficient in many areas and often rely on symbiotic mutations to cover their weaknesses. That said, some manners in which they do so are just... disturbing. I once saw an individual with flippers and gills that would not otherwise be viable, but it picked up an excessive drooling mutation that allowed it to produce so much slime that it could literally swim everywhere it wanted to go, floating in a puddle of its own self-generated mucus.","Because Beyonders have such ill-defined forms, their bodies can be deficient in many areas and often rely on symbiotic mutations to cover their weaknesses. That said, some manners in which they do so are just... disturbing. I once saw an individual with flippers and gills that would not otherwise be viable, but it picked up an excessive drooling mutation that allowed it to produce so much slime that it could literally swim everywhere it wanted to go, floating in a puddle of its own self-generated mucus.","Because Beyonders have such ill-defined forms, their bodies can be deficient in many areas and often rely on symbiotic mutations to cover their weaknesses. That said, some manners in which they do so are just... disturbing. I once saw an individual with flippers and gills that would not otherwise be viable, but it picked up an excessive drooling mutation that allowed it to produce so much slime that it could literally swim everywhere it wanted to go, floating in a puddle of its own self-generated mucus.","Because Beyonders have such ill-defined forms, their bodies can be deficient in many areas and often rely on symbiotic mutations to cover their weaknesses. That said, some manners in which they do so are just... disturbing. I once saw an individual with flippers and gills that would not otherwise be viable, but it picked up an excessive drooling mutation that allowed it to produce so much slime that it could literally swim everywhere it wanted to go, floating in a puddle of its own self-generated mucus.","Because Beyonders have such ill-defined forms, their bodies can be deficient in many areas and often rely on symbiotic mutations to cover their weaknesses. That said, some manners in which they do so are just... disturbing. I once saw an individual with flippers and gills that would not otherwise be viable, but it picked up an excessive drooling mutation that allowed it to produce so much slime that it could literally swim everywhere it wanted to go, floating in a puddle of its own self-generated mucus.","Because Beyonders have such ill-defined forms, their bodies can be deficient in many areas and often rely on symbiotic mutations to cover their weaknesses. That said, some manners in which they do so are just... disturbing. I once saw an individual with flippers and gills that would not otherwise be viable, but it picked up an excessive drooling mutation that allowed it to produce so much slime that it could literally swim everywhere it wanted to go, floating in a puddle of its own self-generated mucus."
Beyonder_Spell_Phleghmbuyoancy_Hysteria_Key,Text,,,,,"Ascend.","Ascend.","Ascend.","Ascend.","Ascend.","Ascend."
Beyonder_Spell_Phleghmbuyoancy_Anxiety_Key,Text,,,,,"Descend.","Descend.","Descend.","Descend.","Descend.","Descend."
Beyonder_Spell_MouthInMouth_Name_Key,Text,,,,,"Mouth in Mouth","Mouth in Mouth","Mouth in Mouth","Mouth in Mouth","Mouth in Mouth","Mouth in Mouth"
Beyonder_Spell_MouthInMouth_Description_Key,Text,,,,,"Target non-<b>Mutated</b> unit gains <b>Mutated</b> and '<b>Hysteria:</b> +6[attack] and -1[health].'","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and '<b>Hysteria:</b> +6[attack] and -1[health].'","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and '<b>Hysteria:</b> +6[attack] and -1[health].'","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and '<b>Hysteria:</b> +6[attack] and -1[health].'","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and '<b>Hysteria:</b> +6[attack] and -1[health].'","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and '<b>Hysteria:</b> +6[attack] and -1[health].'"
Beyonder_Spell_MouthInMouth_Lore_Key,Text,,,,,"Ah yes. Recursive body horror. How Quaint.","Ah yes. Recursive body horror. How Quaint.","Ah yes. Recursive body horror. How Quaint.","Ah yes. Recursive body horror. How Quaint.","Ah yes. Recursive body horror. How Quaint.","Ah yes. Recursive body horror. How Quaint."
Beyonder_Spell_MouthInMouth_Hysteria_Key,Text,,,,,"+[effect0.upgrade.bonusdamage][attack] and [effect0.upgrade.bonushp][health].","+[effect0.upgrade.bonusdamage][attack] and [effect0.upgrade.bonushp][health].","+[effect0.upgrade.bonusdamage][attack] and [effect0.upgrade.bonushp][health].","+[effect0.upgrade.bonusdamage][attack] and [effect0.upgrade.bonushp][health].","+[effect0.upgrade.bonusdamage][attack] and [effect0.upgrade.bonushp][health].","+[effect0.upgrade.bonusdamage][attack] and [effect0.upgrade.bonushp][health]."
Beyonder_Spell_SuctionCups_Name_Key,Text,,,,,"Suction Cups","Suction Cups","Suction Cups","Suction Cups","Suction Cups","Suction Cups"
Beyonder_Spell_SuctionCups_Description_Key,Text,,,,,"Target non-<b>Mutated</b> unit gains <b>Mutated</b>, '<b>Hysteria:</b> Become <b>Rooted</b>.' and '<b>Anxiety:</b> Heal 10.'","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, '<b>Hysteria:</b> Become <b>Rooted</b>.' and '<b>Anxiety:</b> Heal 10.'","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, '<b>Hysteria:</b> Become <b>Rooted</b>.' and '<b>Anxiety:</b> Heal 10.'","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, '<b>Hysteria:</b> Become <b>Rooted</b>.' and '<b>Anxiety:</b> Heal 10.'","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, '<b>Hysteria:</b> Become <b>Rooted</b>.' and '<b>Anxiety:</b> Heal 10.'","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, '<b>Hysteria:</b> Become <b>Rooted</b>.' and '<b>Anxiety:</b> Heal 10.'"
Beyonder_Spell_SuctionCups_Lore_Key,Text,,,,,"Despite the chaotic nature of the Beyonders, I've found that suction cup laden tentacles to be one of the more common mutations. Those can assist in manipulation and locomotion, but a large number of creatures don't seem to know how to use them, especially if the mutation is involuntary. Spook them too much and they might latch on, never to let go.","Despite the chaotic nature of the Beyonders, I've found that suction cup laden tentacles to be one of the more common mutations. Those can assist in manipulation and locomotion, but a large number of creatures don't seem to know how to use them, especially if the mutation is involuntary. Spook them too much and they might latch on, never to let go.","Despite the chaotic nature of the Beyonders, I've found that suction cup laden tentacles to be one of the more common mutations. Those can assist in manipulation and locomotion, but a large number of creatures don't seem to know how to use them, especially if the mutation is involuntary. Spook them too much and they might latch on, never to let go.","Despite the chaotic nature of the Beyonders, I've found that suction cup laden tentacles to be one of the more common mutations. Those can assist in manipulation and locomotion, but a large number of creatures don't seem to know how to use them, especially if the mutation is involuntary. Spook them too much and they might latch on, never to let go.","Despite the chaotic nature of the Beyonders, I've found that suction cup laden tentacles to be one of the more common mutations. Those can assist in manipulation and locomotion, but a large number of creatures don't seem to know how to use them, especially if the mutation is involuntary. Spook them too much and they might latch on, never to let go.","Despite the chaotic nature of the Beyonders, I've found that suction cup laden tentacles to be one of the more common mutations. Those can assist in manipulation and locomotion, but a large number of creatures don't seem to know how to use them, especially if the mutation is involuntary. Spook them too much and they might latch on, never to let go."
Beyonder_Spell_SuctionCups_Hysteria_Key,Text,,,,,"Gain <b>Rooted [effect0.status0.power]</b>.","Gain <b>Rooted [effect0.status0.power]</b>.","Gain <b>Rooted [effect0.status0.power]</b>.","Gain <b>Rooted [effect0.status0.power]</b>.","Gain <b>Rooted [effect0.status0.power]</b>.","Gain <b>Rooted [effect0.status0.power]</b>."
Beyonder_Spell_SuctionCups_Anxiety_Key,Text,,,,,"Heal [effect0.power].","Heal [effect0.power].","Heal [effect0.power].","Heal [effect0.power].","Heal [effect0.power].","Heal [effect0.power]."
Beyonder_Spell_DisembodiedMaw_Name_Key,Text,,,,,"Disembodied Maw","Disembodied Maw","Disembodied Maw","Disembodied Maw","Disembodied Maw","Disembodied Maw"
Beyonder_Spell_DisembodiedMaw_Description_Key,Text,,,,,"Target non-<b>Mutated</b> unit gains <b>Mutated</b> and takes [effect1.power] damage.","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and takes [effect1.power] damage.","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and takes [effect1.power] damage.","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and takes [effect1.power] damage.","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and takes [effect1.power] damage.","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and takes [effect1.power] damage."
Beyonder_Spell_DisembodiedMaw_Lore_Key,Text,,,,,"One of the more curious things about Beyonders are the small, sub-creatures that exist independently of larger hosts. Be careful if you see one, for they could be wandering mutations seeking a host to latch onto, and they aren't very picky when it comes to potential targets.","One of the more curious things about Beyonders are the small, sub-creatures that exist independently of larger hosts. Be careful if you see one, for they could be wandering mutations seeking a host to latch onto, and they aren't very picky when it comes to potential targets.","One of the more curious things about Beyonders are the small, sub-creatures that exist independently of larger hosts. Be careful if you see one, for they could be wandering mutations seeking a host to latch onto, and they aren't very picky when it comes to potential targets.","One of the more curious things about Beyonders are the small, sub-creatures that exist independently of larger hosts. Be careful if you see one, for they could be wandering mutations seeking a host to latch onto, and they aren't very picky when it comes to potential targets.","One of the more curious things about Beyonders are the small, sub-creatures that exist independently of larger hosts. Be careful if you see one, for they could be wandering mutations seeking a host to latch onto, and they aren't very picky when it comes to potential targets.","One of the more curious things about Beyonders are the small, sub-creatures that exist independently of larger hosts. Be careful if you see one, for they could be wandering mutations seeking a host to latch onto, and they aren't very picky when it comes to potential targets."
Beyonder_Spell_SpikeFromBeyond_Name_Key,Text,,,,,"Spike From Beyond","Spike From Beyond","Spike From Beyond","Spike From Beyond","Spike From Beyond","Spike From Beyond"
Beyonder_Spell_SpikeFromBeyond_Description_Key,Text,,,,,"Target non-<b>Mutated</b> unit gains <b>Mutated</b> and '+6[attack], +9[health] per [x].'","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and '+6[attack], +9[health] per [x].'","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and '+6[attack], +9[health] per [x].'","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and '+6[attack], +9[health] per [x].'","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and '+6[attack], +9[health] per [x].'","Target non-<b>Mutated</b> unit gains <b>Mutated</b> and '+6[attack], +9[health] per [x].'"
Beyonder_Spell_SpikeFromBeyond_Lore_Key,Text,,,,,"The Beyonders have no direct connection to the rail, nor did they participate in the covenant. They do, however, have a sense of dry wit - the kind of humor that leaves one feeling worse for understanding the joke. Presented in this context is a wriggling tentacle capped with a bulbous eye, whose profile makes a rather familiar and distinctive shape.","The Beyonders have no direct connection to the rail, nor did they participate in the covenant. They do, however, have a sense of dry wit - the kind of humor that leaves one feeling worse for understanding the joke. Presented in this context is a wriggling tentacle capped with a bulbous eye, whose profile makes a rather familiar and distinctive shape.","The Beyonders have no direct connection to the rail, nor did they participate in the covenant. They do, however, have a sense of dry wit - the kind of humor that leaves one feeling worse for understanding the joke. Presented in this context is a wriggling tentacle capped with a bulbous eye, whose profile makes a rather familiar and distinctive shape.","The Beyonders have no direct connection to the rail, nor did they participate in the covenant. They do, however, have a sense of dry wit - the kind of humor that leaves one feeling worse for understanding the joke. Presented in this context is a wriggling tentacle capped with a bulbous eye, whose profile makes a rather familiar and distinctive shape.","The Beyonders have no direct connection to the rail, nor did they participate in the covenant. They do, however, have a sense of dry wit - the kind of humor that leaves one feeling worse for understanding the joke. Presented in this context is a wriggling tentacle capped with a bulbous eye, whose profile makes a rather familiar and distinctive shape.","The Beyonders have no direct connection to the rail, nor did they participate in the covenant. They do, however, have a sense of dry wit - the kind of humor that leaves one feeling worse for understanding the joke. Presented in this context is a wriggling tentacle capped with a bulbous eye, whose profile makes a rather familiar and distinctive shape."
Beyonder_Spell_PostItNoteOfForbiddenKnowledge_Name_Key,Text,,,,,"Forbidden Sticky Note","Forbidden Sticky Note","Forbidden Sticky Note","Forbidden Sticky Note","Forbidden Sticky Note","Forbidden Sticky Note"
Beyonder_Spell_PostItNoteOfForbiddenKnowledge_Description_Key,Text,,,,,"Add <b>Entropic</b> to a target spell in hand and <b>Freeze</b> it.","Add <b>Entropic</b> to a target spell in hand and <b>Freeze</b> it.","Add <b>Entropic</b> to a target spell in hand and <b>Freeze</b> it.","Add <b>Entropic</b> to a target spell in hand and <b>Freeze</b> it.","Add <b>Entropic</b> to a target spell in hand and <b>Freeze</b> it.","Add <b>Entropic</b> to a target spell in hand and <b>Freeze</b> it."
Beyonder_Spell_PostItNoteOfForbiddenKnowledge_Lore_Key,Text,,,,,"Beyond the veil, where entropy reigns supreme, all knowledge is forbidden as knowledge itself is an attempt to impose order on an otherwise wild and unforgiving world. In fact, in this realm where mortal concepts can become living creatures, I'd advise attempting to enter with a mind as empty as possible, lest your thoughts become flesh and cause your head to explode.","Beyond the veil, where entropy reigns supreme, all knowledge is forbidden as knowledge itself is an attempt to impose order on an otherwise wild and unforgiving world. In fact, in this realm where mortal concepts can become living creatures, I'd advise attempting to enter with a mind as empty as possible, lest your thoughts become flesh and cause your head to explode.","Beyond the veil, where entropy reigns supreme, all knowledge is forbidden as knowledge itself is an attempt to impose order on an otherwise wild and unforgiving world. In fact, in this realm where mortal concepts can become living creatures, I'd advise attempting to enter with a mind as empty as possible, lest your thoughts become flesh and cause your head to explode.","Beyond the veil, where entropy reigns supreme, all knowledge is forbidden as knowledge itself is an attempt to impose order on an otherwise wild and unforgiving world. In fact, in this realm where mortal concepts can become living creatures, I'd advise attempting to enter with a mind as empty as possible, lest your thoughts become flesh and cause your head to explode.","Beyond the veil, where entropy reigns supreme, all knowledge is forbidden as knowledge itself is an attempt to impose order on an otherwise wild and unforgiving world. In fact, in this realm where mortal concepts can become living creatures, I'd advise attempting to enter with a mind as empty as possible, lest your thoughts become flesh and cause your head to explode.","Beyond the veil, where entropy reigns supreme, all knowledge is forbidden as knowledge itself is an attempt to impose order on an otherwise wild and unforgiving world. In fact, in this realm where mortal concepts can become living creatures, I'd advise attempting to enter with a mind as empty as possible, lest your thoughts become flesh and cause your head to explode."
ScreenDeck_Select_CustomCardEffectAddTraitToCard_PostItNoteOfForbiddenKnowledge,Text,,,,,"<i>Choose a card to gain <b>Entropic</b>.</i>","<i>Choose a card to gain <b>Entropic</b>.</i>","<i>Choose a card to gain <b>Entropic</b>.</i>","<i>Choose a card to gain <b>Entropic</b>.</i>","<i>Choose a card to gain <b>Entropic</b>.</i>","<i>Choose a card to gain <b>Entropic</b>.</i>"
ScreenDeck_Select_CustomCardEffectAddTraitToCard_PostItNoteOfForbiddenKnowledge_TooltipTitle,Text,,,,,"Forbidden Post-It","Forbidden Post-It","Forbidden Post-It","Forbidden Post-It","Forbidden Post-It","Forbidden Post-It"
ScreenDeck_Select_CustomCardEffectAddTraitToCard_PostItNoteOfForbiddenKnowledge_TooltipText,Text,,,,,"<i>Choose a card to gain <b>Entropic</b>.</i>","<i>Choose a card to gain <b>Entropic</b>.</i>","<i>Choose a card to gain <b>Entropic</b>.</i>","<i>Choose a card to gain <b>Entropic</b>.</i>","<i>Choose a card to gain <b>Entropic</b>.</i>","<i>Choose a card to gain <b>Entropic</b>.</i>"
BeyonderCardTraitEntropic_Tip_TooltipTitle,Text,,,,,"Tip","Tip","Tip","Tip","Tip","Tip"
BeyonderCardTraitEntropic_Tip_TooltipText,Text,,,,,"<b>Entropic</b> only benefits spells that do damage or directly apply status effects that do not persist through death.","<b>Entropic</b> only benefits spells that do damage or directly apply status effects that do not persist through death.","<b>Entropic</b> only benefits spells that do damage or directly apply status effects that do not persist through death.","<b>Entropic</b> only benefits spells that do damage or directly apply status effects that do not persist through death.","<b>Entropic</b> only benefits spells that do damage or directly apply status effects that do not persist through death.","<b>Entropic</b> only benefits spells that do damage or directly apply status effects that do not persist through death."
Beyonder_Spell_SupplementalDeadBrain_Name_Key,Text,,,,,"Supplemental Dead Brain","Supplemental Dead Brain","Supplemental Dead Brain","Supplemental Dead Brain","Supplemental Dead Brain","Supplemental Dead Brain"
Beyonder_Spell_SupplementalDeadBrain_Description_Key,Text,,,,,"Target non-<b>Mutated</b> unit gains <b>Mutated</b>, <b>Formless</b>, <b>Soundless</b>, and <b>Silenced</b>.","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, <b>Formless</b>, <b>Soundless</b>, and <b>Silenced</b>.","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, <b>Formless</b>, <b>Soundless</b>, and <b>Silenced</b>.","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, <b>Formless</b>, <b>Soundless</b>, and <b>Silenced</b>.","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, <b>Formless</b>, <b>Soundless</b>, and <b>Silenced</b>.","Target non-<b>Mutated</b> unit gains <b>Mutated</b>, <b>Formless</b>, <b>Soundless</b>, and <b>Silenced</b>."
Beyonder_Spell_SupplementalDeadBrain_Lore_Key,Text,,,,,"One disturbing thing about these mutated growths is that they suffer from short life spans, often dying prematurely while still attached to their host. These dead limbs will slough off given enough time, but until then, they can interfere with normal biology and function. One such unfortunate individual had a supplemental dead brain. The growth had taken over most motor functions in life, and in death left the them in a semi-conscious comatose state, just a soul trapped in a rotting shell, forced to bear witness to its own decay.","One disturbing thing about these mutated growths is that they suffer from short life spans, often dying prematurely while still attached to their host. These dead limbs will slough off given enough time, but until then, they can interfere with normal biology and function. One such unfortunate individual had a supplemental dead brain. The growth had taken over most motor functions in life, and in death left the them in a semi-conscious comatose state, just a soul trapped in a rotting shell, forced to bear witness to its own decay.","One disturbing thing about these mutated growths is that they suffer from short life spans, often dying prematurely while still attached to their host. These dead limbs will slough off given enough time, but until then, they can interfere with normal biology and function. One such unfortunate individual had a supplemental dead brain. The growth had taken over most motor functions in life, and in death left the them in a semi-conscious comatose state, just a soul trapped in a rotting shell, forced to bear witness to its own decay.","One disturbing thing about these mutated growths is that they suffer from short life spans, often dying prematurely while still attached to their host. These dead limbs will slough off given enough time, but until then, they can interfere with normal biology and function. One such unfortunate individual had a supplemental dead brain. The growth had taken over most motor functions in life, and in death left the them in a semi-conscious comatose state, just a soul trapped in a rotting shell, forced to bear witness to its own decay.","One disturbing thing about these mutated growths is that they suffer from short life spans, often dying prematurely while still attached to their host. These dead limbs will slough off given enough time, but until then, they can interfere with normal biology and function. One such unfortunate individual had a supplemental dead brain. The growth had taken over most motor functions in life, and in death left the them in a semi-conscious comatose state, just a soul trapped in a rotting shell, forced to bear witness to its own decay.","One disturbing thing about these mutated growths is that they suffer from short life spans, often dying prematurely while still attached to their host. These dead limbs will slough off given enough time, but until then, they can interfere with normal biology and function. One such unfortunate individual had a supplemental dead brain. The growth had taken over most motor functions in life, and in death left the them in a semi-conscious comatose state, just a soul trapped in a rotting shell, forced to bear witness to its own decay."
Beyonder_Spell_MentalDisorder_Name_Key,Text,,,,,"Mental Disorder","Mental Disorder","Mental Disorder","Mental Disorder","Mental Disorder","Mental Disorder"
Beyonder_Spell_MentalDisorder_Description_Key,Text,,,,,"Draw [x] cards and discard them. If a card is <b>Manic</b>, adjust <b>Mania</b> as if it were played. Gain [x][ember].","Draw [x] cards and discard them. If a card is <b>Manic</b>, adjust <b>Mania</b> as if it were played. Gain [x][ember].","Draw [x] cards and discard them. If a card is <b>Manic</b>, adjust <b>Mania</b> as if it were played. Gain [x][ember].","Draw [x] cards and discard them. If a card is <b>Manic</b>, adjust <b>Mania</b> as if it were played. Gain [x][ember].","Draw [x] cards and discard them. If a card is <b>Manic</b>, adjust <b>Mania</b> as if it were played. Gain [x][ember].","Draw [x] cards and discard them. If a card is <b>Manic</b>, adjust <b>Mania</b> as if it were played. Gain [x][ember]."
Beyonder_Spell_MentalDisorder_Lore_Key,Text,,,,,"When I first caught sight of a Beyonder, I thought it couldn't possibly be real and that I had to be suffering from some kind of mental disorder. Well, I was half-right...","When I first caught sight of a Beyonder, I thought it couldn't possibly be real and that I had to be suffering from some kind of mental disorder. Well, I was half-right...","When I first caught sight of a Beyonder, I thought it couldn't possibly be real and that I had to be suffering from some kind of mental disorder. Well, I was half-right...","When I first caught sight of a Beyonder, I thought it couldn't possibly be real and that I had to be suffering from some kind of mental disorder. Well, I was half-right...","When I first caught sight of a Beyonder, I thought it couldn't possibly be real and that I had to be suffering from some kind of mental disorder. Well, I was half-right...","When I first caught sight of a Beyonder, I thought it couldn't possibly be real and that I had to be suffering from some kind of mental disorder. Well, I was half-right..."
Beyonder_Spell_IntoTheBeyond_Name_Key,Text,,,,,"Into the Beyond","Into the Beyond","Into the Beyond","Into the Beyond","Into the Beyond","Into the Beyond"
Beyonder_Spell_IntoTheBeyond_Description_Key,Text,,,,,"Drop a target unit to the bottom floor and apply <b>Jitters [effect1.status0.power]</b>.","Drop a target unit to the bottom floor and apply <b>Jitters [effect1.status0.power]</b>.","Drop a target unit to the bottom floor and apply <b>Jitters [effect1.status0.power]</b>.","Drop a target unit to the bottom floor and apply <b>Jitters [effect1.status0.power]</b>.","Drop a target unit to the bottom floor and apply <b>Jitters [effect1.status0.power]</b>.","Drop a target unit to the bottom floor and apply <b>Jitters [effect1.status0.power]</b>."
Beyonder_Spell_IntoTheBeyond_Lore_Key,Text,,,,,"Only a madman would ever consider entering a rift that leads beyond the veil of reality to the chaotic realm of the Beyonders. Funny thing that, because only madmen ever return.","Only a madman would ever consider entering a rift that leads beyond the veil of reality to the chaotic realm of the Beyonders. Funny thing that, because only madmen ever return.","Only a madman would ever consider entering a rift that leads beyond the veil of reality to the chaotic realm of the Beyonders. Funny thing that, because only madmen ever return.","Only a madman would ever consider entering a rift that leads beyond the veil of reality to the chaotic realm of the Beyonders. Funny thing that, because only madmen ever return.","Only a madman would ever consider entering a rift that leads beyond the veil of reality to the chaotic realm of the Beyonders. Funny thing that, because only madmen ever return.","Only a madman would ever consider entering a rift that leads beyond the veil of reality to the chaotic realm of the Beyonders. Funny thing that, because only madmen ever return."
Beyonder_Spell_LookingStars_Name_Key,Text,,,,,"Looking Stars","Looking Stars","Looking Stars","Looking Stars","Looking Stars","Looking Stars"
Beyonder_Spell_LookingStars_Description_Key,Text,,,,,"Deal [trait0.power] damage to the front enemy unit for each <b>Mania</b> above 0 three times.","Deal [trait0.power] damage to the front enemy unit for each <b>Mania</b> above 0 three times.","Deal [trait0.power] damage to the front enemy unit for each <b>Mania</b> above 0 three times.","Deal [trait0.power] damage to the front enemy unit for each <b>Mania</b> above 0 three times.","Deal [trait0.power] damage to the front enemy unit for each <b>Mania</b> above 0 three times.","Deal [trait0.power] damage to the front enemy unit for each <b>Mania</b> above 0 three times."
Beyonder_Spell_LookingStars_Lore_Key,Text,,,,,"The moon at night goes through a cycle of phases, and when its light grows dimmest, shrinking to a mere sliver of a crescent, the most perceptive will see that the dark hollow is not empty, but contains stars that shimmer from beyond the veil. Fools say that nothing should be there. Don't listen to them, for I have seen these stars with my own two eyes. I call them the 'looking stars,' due to the way they blink and look back at me.","The moon at night goes through a cycle of phases, and when its light grows dimmest, shrinking to a mere sliver of a crescent, the most perceptive will see that the dark hollow is not empty, but contains stars that shimmer from beyond the veil. Fools say that nothing should be there. Don't listen to them, for I have seen these stars with my own two eyes. I call them the 'looking stars,' due to the way they blink and look back at me.","The moon at night goes through a cycle of phases, and when its light grows dimmest, shrinking to a mere sliver of a crescent, the most perceptive will see that the dark hollow is not empty, but contains stars that shimmer from beyond the veil. Fools say that nothing should be there. Don't listen to them, for I have seen these stars with my own two eyes. I call them the 'looking stars,' due to the way they blink and look back at me.","The moon at night goes through a cycle of phases, and when its light grows dimmest, shrinking to a mere sliver of a crescent, the most perceptive will see that the dark hollow is not empty, but contains stars that shimmer from beyond the veil. Fools say that nothing should be there. Don't listen to them, for I have seen these stars with my own two eyes. I call them the 'looking stars,' due to the way they blink and look back at me.","The moon at night goes through a cycle of phases, and when its light grows dimmest, shrinking to a mere sliver of a crescent, the most perceptive will see that the dark hollow is not empty, but contains stars that shimmer from beyond the veil. Fools say that nothing should be there. Don't listen to them, for I have seen these stars with my own two eyes. I call them the 'looking stars,' due to the way they blink and look back at me.","The moon at night goes through a cycle of phases, and when its light grows dimmest, shrinking to a mere sliver of a crescent, the most perceptive will see that the dark hollow is not empty, but contains stars that shimmer from beyond the veil. Fools say that nothing should be there. Don't listen to them, for I have seen these stars with my own two eyes. I call them the 'looking stars,' due to the way they blink and look back at me."
Beyonder_Spell_DarkRecipe_Name_Key,Text,,,,,"Dark Recipe","Dark Recipe","Dark Recipe","Dark Recipe","Dark Recipe","Dark Recipe"
Beyonder_Spell_DarkRecipe_Description_Key,Text,,,,,"+[effect1.power] draw per turn for the rest of battle.","+[effect1.power] draw per turn for the rest of battle.","+[effect1.power] draw per turn for the rest of battle.","+[effect1.power] draw per turn for the rest of battle.","+[effect1.power] draw per turn for the rest of battle.","+[effect1.power] draw per turn for the rest of battle."
Beyonder_Spell_DarkRecipe_Lore_Key,Text,,,,,"Take an eye of newt, a pig's foot, and a half-cup of flour and mix them in with teaspoon of unicorn tears. When the solution turns green and starts to bubble, add a half-cup of egg white and pour into a pan. Heat over an open flame until the edges start to brown, then flip over with a spatula and...! Wait a minute! This isn't a dark RITUAL! It's a dark RECIPE! I've been had!","Take an eye of newt, a pig's foot, and a half-cup of flour and mix them in with teaspoon of unicorn tears. When the solution turns green and starts to bubble, add a half-cup of egg white and pour into a pan. Heat over an open flame until the edges start to brown, then flip over with a spatula and...! Wait a minute! This isn't a dark RITUAL! It's a dark RECIPE! I've been had!","Take an eye of newt, a pig's foot, and a half-cup of flour and mix them in with teaspoon of unicorn tears. When the solution turns green and starts to bubble, add a half-cup of egg white and pour into a pan. Heat over an open flame until the edges start to brown, then flip over with a spatula and...! Wait a minute! This isn't a dark RITUAL! It's a dark RECIPE! I've been had!","Take an eye of newt, a pig's foot, and a half-cup of flour and mix them in with teaspoon of unicorn tears. When the solution turns green and starts to bubble, add a half-cup of egg white and pour into a pan. Heat over an open flame until the edges start to brown, then flip over with a spatula and...! Wait a minute! This isn't a dark RITUAL! It's a dark RECIPE! I've been had!","Take an eye of newt, a pig's foot, and a half-cup of flour and mix them in with teaspoon of unicorn tears. When the solution turns green and starts to bubble, add a half-cup of egg white and pour into a pan. Heat over an open flame until the edges start to brown, then flip over with a spatula and...! Wait a minute! This isn't a dark RITUAL! It's a dark RECIPE! I've been had!","Take an eye of newt, a pig's foot, and a half-cup of flour and mix them in with teaspoon of unicorn tears. When the solution turns green and starts to bubble, add a half-cup of egg white and pour into a pan. Heat over an open flame until the edges start to brown, then flip over with a spatula and...! Wait a minute! This isn't a dark RITUAL! It's a dark RECIPE! I've been had!"
Beyonder_Spell_CopingMechanism_Name_Key,Text,,,,,"Coping Mechanism","Coping Mechanism","Coping Mechanism","Coping Mechanism","Coping Mechanism","Coping Mechanism"
Beyonder_Spell_CopingMechanism_Description_Key,Text,,,,,"Remove all debuffs from friendly units.","Remove all debuffs from friendly units.","Remove all debuffs from friendly units.","Remove all debuffs from friendly units.","Remove all debuffs from friendly units.","Remove all debuffs from friendly units."
